Name,Type,Level,Race,Attribute,ATK,DEF
Battlecruiser Dianthus,XYZ Monster,3,Plant,EARTH,2100,1800
Ties of the Brethren,Spell Card,,Normal,,,
Swamp Battleguard,Effect Monster,5,Warrior,EARTH,1800,1500
Common Charity,Trap Card,,Normal,,,
Susa Soldier,Spirit Monster,4,Thunder,EARTH,2000,1600
Aria the Melodious Diva,Effect Monster,4,Fairy,LIGHT,1600,1200
Exploder Dragonwing,Synchro Monster,7,Dragon,DARK,2400,1600
Phantom Hand,Trap Card,,Continuous,,,
Shadow Specter,Normal Monster,1,Zombie,DARK,500,200
Force Resonator,Tuner Monster,2,Fiend,WATER,500,500
Destiny HERO - Dreadmaster,Effect Monster,8,Warrior,DARK,0,0
Solemn Strike,Trap Card,,Counter,,,
Vampire Grace,Effect Monster,6,Zombie,DARK,2000,1200
Vylon Soldier,Effect Monster,4,Fairy,LIGHT,1700,1000
Axe of Despair,Spell Card,,Equip,,,
Bad Reaction to Simochi,Trap Card,,Continuous,,,
Frightfur Kraken,Fusion Monster,8,Fiend,WATER,2200,3000
Kuriboh,Effect Monster,1,Fiend,DARK,300,200
Kuriboh,Effect Monster,1,Fiend,DARK,300,200
Kuriboh,Effect Monster,1,Fiend,DARK,300,200
Guardian Sphinx,Effect Monster,5,Rock,EARTH,1700,2400
Ljosalf of the Nordic Alfar,Effect Monster,4,Spellcaster,LIGHT,1400,1200
Lightning Rod Lord,Effect Monster,4,Thunder,LIGHT,1800,100
Maharaghi,Spirit Monster,4,Rock,EARTH,1200,1700
Multiply,Spell Card,,Quick-Play,,,
Kuriboh Token,Token,,Fiend,,,
The Puppet Magic of Dark Ruler,Spell Card,,Normal,,,
"Endymion, the Master Magician",Effect Monster,7,Spellcaster,DARK,2700,1700
Xing Zhen Hu Replica,Trap Card,,Continuous,,,
Dark Magician of Chaos,Effect Monster,8,Spellcaster,DARK,2800,2600
Kurivolt,Effect Monster,1,Thunder,LIGHT,300,200
Dissolverock,Normal Monster,3,Rock,EARTH,900,1000
Ancient Gear Fist,Spell Card,,Equip,,,
Quaking Mirror Force,Trap Card,,Normal,,,
Valkyrie of the Nordic Ascendant,Tuner Monster,2,Fairy,LIGHT,400,800
Elemental HERO Absolute Zero,Fusion Monster,8,Warrior,WATER,2500,2000
Silent Insect,Effect Monster,2,Insect,EARTH,200,300
Chopman the Desperate Outlaw,Effect Monster,3,Zombie,DARK,1100,500
Jigabyte,Effect Monster,4,Reptile,WATER,1500,200
Ritual Beast Tamer Wen,Effect Monster,3,Psychic,WIND,1500,1000
Azure-Eyes Silver Dragon,Synchro Monster,9,Dragon,LIGHT,2500,3000
Aqua Spirit,Effect Monster,4,Aqua,WATER,1600,1200
Evilswarm Ketos,Effect Monster,4,Aqua,DARK,1750,1050
Darklord Zerato,Effect Monster,8,Fairy,DARK,2800,2300
Dark Scorpion Burglars,Effect Monster,4,Warrior,DARK,1000,1000
Grave Ohja,Effect Monster,4,Rock,EARTH,1600,1500
ZW - Asura Strike,Effect Monster,4,Fairy,FIRE,1000,1000
"Twilight Ninja Nichirin, the Chunin",Effect Monster,6,Warrior,DARK,2300,1000
Red Resonator,Tuner Monster,2,Fiend,FIRE,600,200
The Lady in Wight,Effect Monster,3,Zombie,DARK,0,2200
Strike Ninja,Effect Monster,4,Warrior,DARK,1700,1200
Swarm of Crows,Effect Monster,5,Winged Beast,DARK,1200,1800
Yashinoki,Normal Monster,2,Plant,EARTH,800,600
Elemental HERO Ice Edge,Effect Monster,3,Warrior,WATER,800,900
Flame Ruler,Effect Monster,4,Pyro,FIRE,1500,1600
Dai-sojo of the Ice Barrier,Effect Monster,6,Spellcaster,WATER,1600,2200
SPYRAL Super Agent,Effect Monster,4,Warrior,EARTH,1900,1200
Synchro Cracker,Spell Card,,Normal,,,
Ape Fighter,Effect Monster,4,Beast,DARK,1900,1200
Diskblade Rider,Effect Monster,4,Fiend,WIND,1700,1500
Dark Garnex the Cubic Beast,Effect Monster,2,Beast,EARTH,0,0
Dinomic Powerload,Spell Card,,Field,,,
Superheavy Samurai Transporter,Effect Monster,5,Machine,EARTH,1200,1800
The Cheerful Coffin,Spell Card,,Normal,,,
CXyz Simon the Great Moral Leader,XYZ Monster,7,Spellcaster,LIGHT,3000,2500
Apocatequil,Effect Monster,4,Thunder,LIGHT,1800,1200
Rose Tentacles,Effect Monster,6,Plant,EARTH,2200,1200
Spell Calling,Spell Card,,Normal,,,
Green Gadget,Effect Monster,4,Machine,EARTH,1400,600
Silent Magician,Effect Monster,4,Spellcaster,LIGHT,1000,1000
Earthbound Immortal Wiraqocha Rasca,Effect Monster,10,Winged Beast,DARK,100,100
Javelin Beetle Pact,Spell Card,,Ritual,,,
Red Carpet,Trap Card,,Normal,,,
Rank-Up-Magic Raid Force,Spell Card,,Normal,,,
Koa'ki Meiru Gravirose,Effect Monster,4,Plant,FIRE,1900,1300
Starving Venom Fusion Dragon,Fusion Monster,8,Dragon,DARK,2800,2000
Starving Venom Fusion Dragon,Fusion Monster,8,Dragon,DARK,2800,2000
Claw Reacher,Normal Monster,3,Fiend,DARK,1000,800
Ambitious Gofer,Effect Monster,6,Fiend,DARK,2400,100
Cyberdark Horn,Effect Monster,4,Machine,DARK,800,800
Fake Explosion,Trap Card,,Normal,,,
Grass Phantom,Effect Monster,3,Plant,WATER,1000,1000
Constellar Algiedi,Effect Monster,4,Spellcaster,LIGHT,1600,1400
Superheavy Samurai Kabuto,Effect Monster,4,Machine,EARTH,1000,2000
CXyz Mechquipped Djinn Angeneral,XYZ Monster,4,Fairy,DARK,2600,1600
Mecha Phantom Beast Kalgriffin,Effect Monster,7,Machine,WIND,1000,2500
Acid Trap Hole,Trap Card,,Normal,,,
Acid Trap Hole,Trap Card,,Normal,,,
Draw Muscle,Spell Card,,Quick-Play,,,
Rallis the Star Bird,Effect Monster,3,Winged Beast,WIND,800,800
Mathematician,Effect Monster,3,Spellcaster,EARTH,1500,500
Feral Imp,Normal Monster,4,Fiend,DARK,1300,1400
Blue-Winged Crown,Normal Monster,4,Winged Beast,WIND,1600,1200
Curse of Aging,Trap Card,,Normal,,,
Giant Scorpion of the Tundra,Normal Monster,3,Insect,EARTH,1100,1000
Solemn Judgment,Trap Card,,Counter,,,
Supporter in the Shadows,Normal Monster,3,Warrior,EARTH,1000,1000
Black Illusion Ritual,Spell Card,,Ritual,,,
Vylon Cube,Tuner Monster,3,Machine,LIGHT,800,800
Elemental HERO Phoenix Enforcer,Fusion Monster,6,Warrior,FIRE,2100,1200
Performapal Hip Hippo,Effect Monster,3,Beast,EARTH,800,800
Puppet Master,Effect Monster,6,Fiend,DARK,0,0
Musakani Magatama,Trap Card,,Counter,,,
Thousand Dragon,Fusion Monster,7,Dragon,WIND,2400,2000
Thousand Dragon,Fusion Monster,7,Dragon,WIND,2400,2000
Gladiator Beast Bestiari,Effect Monster,4,Winged Beast,WIND,1500,800
Mektimed Blast,Trap Card,,Normal,,,
Mirage of Nightmare,Spell Card,,Continuous,,,
Shogi Knight,Effect Monster,3,Beast-Warrior,EARTH,800,400
Stellarnova Alpha,Trap Card,,Counter,,,
Star Eater,Synchro Monster,11,Dragon,LIGHT,3200,2800
Elemental HERO Darkbright,Fusion Monster,6,Warrior,DARK,2000,1000
Kamionwizard,Fusion Monster,4,Spellcaster,DARK,1300,1100
Dinomist Rush,Trap Card,,Normal,,,
Broken Bamboo Sword,Spell Card,,Equip,,,
Tenkabito Shien,Effect Monster,4,Pyro,FIRE,1500,1000
Destiny HERO - Doom Lord,Effect Monster,3,Warrior,DARK,600,800
Dragon Shrine,Spell Card,,Normal,,,
Superheavy Samurai Blue Brawler,Effect Monster,4,Machine,EARTH,0,2000
Hieratic Dragon of Nuit,Effect Monster,4,Dragon,LIGHT,1700,900
Salvage Warrior,Effect Monster,5,Warrior,WATER,1900,1600
Dark Mambele,Spell Card,,Normal,,,
Dark Magic Inheritance,Spell Card,,Quick-Play,,,
Lava Dragon,Effect Monster,4,Dragon,FIRE,1600,1200
Sauropod Brachion,Effect Monster,8,Dinosaur,EARTH,1500,3000
Giant Flea,Normal Monster,4,Insect,EARTH,1500,1200
Score the Melodious Diva,Effect Monster,2,Fairy,LIGHT,200,200
Guldfaxe of the Nordic Beasts,Tuner Monster,4,Beast,LIGHT,1600,1000
Jowgen the Spiritualist,Effect Monster,3,Spellcaster,LIGHT,200,1300
Vylon Matter,Spell Card,,Normal,,,
Burning Algae,Effect Monster,3,Pyro,FIRE,500,1500
Swarm of Locusts,Effect Monster,3,Insect,DARK,1000,500
Blackwing - Kochi the Daybreak,Tuner Monster,4,Winged Beast,DARK,700,1500
Bark of Dark Ruler,Trap Card,,Normal,,,
Dark Smog,Trap Card,,Continuous,,,
Destruction Swordsman Fusion,Spell Card,,Quick-Play,,,
Dark Assailant,Normal Monster,4,Zombie,DARK,1200,1200
Imairuka,Effect Monster,2,Sea Serpent,WATER,1000,1000
Mist Valley Executor,Effect Monster,5,Thunder,WIND,2100,1600
Performapal Trump Girl,Pendulum Effect Monster,2,Spellcaster,DARK,200,200
Fossil Dyna Pachycephalo,Effect Monster,4,Rock,EARTH,1200,1300
Neo Space,Spell Card,,Field,,,
Alpha The Electromagnet Warrior,Effect Monster,3,Rock,EARTH,1700,1100
XX-Saber Gardestrike,Effect Monster,5,Beast-Warrior,EARTH,2100,1400
Serenade the Melodious Diva,Effect Monster,4,Fairy,LIGHT,400,1900
Panther Warrior,Effect Monster,4,Beast-Warrior,EARTH,2000,1600
Panther Warrior,Effect Monster,4,Beast-Warrior,EARTH,2000,1600
Sea Serpent Warrior of Darkness,Normal Monster,4,Sea Serpent,WATER,1800,1500
Descending Lost Star,Trap Card,,Normal,,,
Gusto Griffin,Effect Monster,2,Winged Beast,WIND,800,300
Naturia Butterfly,Tuner Monster,3,Insect,EARTH,500,1200
Hi-Speedroid Chanbara,Synchro Monster,5,Machine,WIND,2000,1000
Big Koala,Normal Monster,7,Beast,EARTH,2700,2000
Doki Doki,Effect Monster,2,Rock,EARTH,500,500
Genomix Fighter,Tuner Monster,6,Psychic,WIND,2200,1100
Widespread Dud,Trap Card,,Continuous,,,
Volcanic Eruption,Trap Card,,Normal,,,
Cursed Bamboo Sword,Spell Card,,Equip,,,
Angel of Zera,Synchro Monster,8,Fairy,LIGHT,2800,2300
Battleguard Rage,Trap Card,,Continuous,,,
Metalhold the Moving Blockade,Trap Card,,Continuous,,,
Chrysalis Mole,Effect Monster,2,Rock,EARTH,700,100
Card Blocker,Effect Monster,3,Warrior,EARTH,400,400
Oracle of the Sun,Effect Monster,5,Spellcaster,LIGHT,1000,2000
Flower Cardian Lightshower,Synchro Monster,8,Warrior,DARK,3000,3000
Reptilianne Viper,Tuner Monster,2,Reptile,DARK,0,0
Counter Counter,Trap Card,,Counter,,,
Soundproofed,Spell Card,,Normal,,,
Wind-Up Bat,Effect Monster,1,Machine,WIND,300,350
Cockadoodledoo,Tuner Monster,5,Winged Beast,WIND,1600,2000
Trakodon,Normal Monster,3,Dinosaur,EARTH,1300,800
Anti Raigeki,Trap Card,,Normal,,,
Arsenal Bug,Effect Monster,3,Insect,EARTH,2000,2000
Toon Gemini Elf,Toon Monster,4,Spellcaster,EARTH,1900,900
Constellar Antares,Effect Monster,6,Machine,LIGHT,2400,900
Winged Egg of New Life,Normal Monster,5,Fairy,LIGHT,1400,1700
Sealing Ceremony of Raiton,Trap Card,,Continuous,,,
Ancient Brain,Normal Monster,3,Fiend,DARK,1000,700
Spined Gillman,Effect Monster,3,Sea Serpent,WATER,1300,0
Ayers Rock Sunrise,Spell Card,,Normal,,,
Silent Doom,Spell Card,,Normal,,,
Coach Goblin,Effect Monster,4,Fiend,EARTH,1200,1500
Bujingi Boar,Effect Monster,4,Beast,LIGHT,1100,1900
Performapal Skeeter Skimmer,Effect Monster,4,Insect,WATER,500,1600
Coral Dragon,Synchro Tuner Monster,6,Dragon,WATER,2400,500
Eatgaboon,Trap Card,,Normal,,,
Stellarknight Triverr,XYZ Monster,4,Warrior,LIGHT,2100,2500
Laughing Flower,Normal Monster,2,Plant,EARTH,900,500
Gladiator Beast Alexander,Effect Monster,6,Beast,LIGHT,2400,600
Special Hurricane,Spell Card,,Normal,,,
Flame Champion,Normal Monster,5,Pyro,FIRE,1900,1300
Cyber Tutubon,Effect Monster,5,Warrior,EARTH,1800,1600
Little D,Normal Monster,3,Dinosaur,EARTH,1100,700
Ryu-Kishin Clown,Effect Monster,2,Fiend,DARK,800,500
Card of Sanctity,Spell Card,,Normal,,,
The Golden Apples,Trap Card,,Normal,,,
Malus Token,Token,,Fiend,,,
Evilswarm Azzathoth,Flip Effect Monster,4,Reptile,DARK,750,1950
Chrysalis Dolphin,Effect Monster,2,Fish,WATER,400,600
Emissary from Pandemonium,Tuner Monster,7,Fiend,EARTH,2600,1800
Giant Trunade,Spell Card,,Normal,,,
Phalanx Pike,Spell Card,,Equip,,,
Subterror Behemoth Umastryx,Flip Effect Monster,7,Reptile,EARTH,2000,2700
XX-Saber Emmersblade,Effect Monster,3,Insect,EARTH,1300,800
Evolzar Dolkka,XYZ Monster,4,Dragon,FIRE,2300,1700
Follow Wing,Trap Card,,Continuous,,,
Relay Soul,Trap Card,,Normal,,,
Nordic Relic Brisingamen,Trap Card,,Normal,,,
Junk Archer,Synchro Monster,7,Warrior,EARTH,2300,2000
The Forceful Sentry,Spell Card,,Normal,,,
Jumbo Drill,Effect Monster,4,Machine,EARTH,1800,100
Gora Turtle of Illusion,Effect Monster,4,Aqua,WATER,1200,1400
Wind-Up Rabbit,Effect Monster,3,Beast-Warrior,EARTH,1400,600
Ancient Gear Hunting Hound,Effect Monster,3,Machine,EARTH,1000,1000
Superheavy Samurai General Jade,Pendulum Effect Monster,8,Machine,EARTH,1800,2800
Wodan the Resident of the Forest,Effect Monster,3,Warrior,EARTH,900,1200
Berserkion the Electromagna Warrior,Effect Monster,8,Rock,EARTH,3000,2800
Fairy Tail - Sleeper,Flip Effect Monster,4,Spellcaster,LIGHT,1850,1000
Machina Gearframe,Union Effect Monster,4,Machine,EARTH,1800,0
Ojama Yellow,Normal Monster,2,Beast,LIGHT,0,1000
Spiritual Fire Art - Kurenai,Trap Card,,Normal,,,
Nightmare Archfiends,Trap Card,,Normal,,,
Nightmare Archfiend Token,Token,,Fiend,,,
Aye-Iron,Effect Monster,4,Machine,EARTH,1600,1800
Wandering Mummy,Effect Monster,4,Zombie,EARTH,1500,1500
Reptilianne Gardna,Effect Monster,4,Reptile,WATER,0,2000
Vice Berserker,Effect Monster,4,Fiend,DARK,1000,1000
Laser Qlip,Spell Card,,Field,,,
Monster Gate,Spell Card,,Normal,,,
Fire Darts,Trap Card,,Normal,,,
Alexandrite Dragon,Normal Monster,4,Dragon,LIGHT,2000,100
Gem-Knight Sardonyx,Gemini Monster,4,Pyro,EARTH,1800,900
Xyz Remora,Effect Monster,4,Fish,WATER,800,800
Worm Bait,Spell Card,,Normal,,,
Worm Token,Token,,Insect,,,
Toon Kingdom,Spell Card,,Field,,,
Phantom Dragonray Bronto,Gemini Monster,4,Fish,WATER,1500,1000
"Yazi, Evil of the Yang Zing",Synchro Monster,7,Wyrm,DARK,2600,2100
Battle Fusion,Spell Card,,Quick-Play,,,
Ancient Lizard Warrior,Normal Monster,4,Reptile,EARTH,1400,1100
Neo-Spacian Dark Panther,Effect Monster,3,Beast,DARK,1000,500
Performapal Trampolynx,Pendulum Effect Monster,2,Beast,EARTH,300,300
Draining Shield,Trap Card,,Normal,,,
Appointer of the Red Lotus,Trap Card,,Normal,,,
PSY-Frame Multi-Threader,Effect Monster,6,Psychic,LIGHT,0,2500
Opera the Melodious Diva,Effect Monster,4,Fairy,LIGHT,2300,1000
Cloudian - Cirrostratus,Effect Monster,4,Fairy,WATER,900,0
Jurrac Gallim,Tuner Monster,2,Dinosaur,FIRE,1200,0
Forced Back,Trap Card,,Counter,,,
Nekogal 2,Normal Monster,6,Beast-Warrior,EARTH,1900,2000
Sergeant Electro,Effect Monster,4,Machine,FIRE,1600,1300
Seven Swords Warrior,Synchro Monster,7,Warrior,EARTH,2300,1800
Armityle the Chaos Phantom,Fusion Monster,12,Fiend,DARK,0,0
Rasetsu,Spirit Monster,4,Fairy,FIRE,1500,1900
Rank-Up-Magic Raptor's Force,Spell Card,,Quick-Play,,,
Magical Android,Synchro Monster,5,Psychic,LIGHT,2400,1700
D - Chain,Trap Card,,Normal,,,
Flower Cardian Zebra Grass with Moon,Effect Monster,8,Warrior,DARK,2000,2000
Commencement Dance,Spell Card,,Ritual,,,
Double Summon,Spell Card,,Normal,,,
Reptilianne Gorgon,Effect Monster,3,Reptile,DARK,1400,1400
The Shallow Grave,Spell Card,,Normal,,,
Junk Breaker,Effect Monster,4,Warrior,EARTH,1800,1000
Mirror Gate,Trap Card,,Normal,,,
Magical Spring,Spell Card,,Quick-Play,,,
Rank-Up-Magic Revolution Force,Spell Card,,Quick-Play,,,
White Hole,Trap Card,,Normal,,,
Darkworld Thorns,Normal Monster,3,Plant,EARTH,1200,900
Toon Defense,Trap Card,,Continuous,,,
Constellar Acubens,Effect Monster,4,Machine,LIGHT,800,2000
Hourglass of Courage,Effect Monster,4,Fairy,LIGHT,1100,1200
Izanami,Spirit Monster,4,Fairy,WATER,1100,1800
Morpho Butterspy,Effect Monster,4,Warrior,DARK,1200,1600
Yang Zing Prana,Spell Card,,Continuous,,,
Emes the Infinity,Effect Monster,7,Machine,LIGHT,2500,2000
Twin-Headed Behemoth,Effect Monster,3,Dragon,WIND,1500,1200
Tailor of the Fickle,Spell Card,,Quick-Play,,,
Zombie Mammoth,Effect Monster,4,Zombie,EARTH,1900,0
Cocoon Rebirth,Spell Card,,Continuous,,,
U.A. Signing Deal,Spell Card,,Normal,,,
"Star Light, Star Bright",Spell Card,,Normal,,,
Novox's Prayer,Spell Card,,Ritual,,,
Blizzard Falcon,Effect Monster,4,Winged Beast,WATER,1500,1500
Jetroid,Effect Monster,4,Machine,WIND,1200,1800
Frightfur Factory,Spell Card,,Continuous,,,
Hazy Glory,Trap Card,,Continuous,,,
Minoan Centaur,Effect Monster,6,Beast-Warrior,EARTH,1800,1000
Prohibition,Spell Card,,Continuous,,,
Man-Thro' Tro',Effect Monster,4,Beast-Warrior,EARTH,1000,1000
Poison Mummy,Flip Effect Monster,4,Zombie,EARTH,1000,1800
Windwitch - Ice Bell,Effect Monster,3,Spellcaster,WIND,1000,1000
Holding Arms,Effect Monster,4,Fiend,DARK,500,1200
Brotherhood of the Fire Fist - Dragon,Effect Monster,4,Beast-Warrior,FIRE,1800,400
Chrysalis Pantail,Effect Monster,2,Beast,DARK,800,300
Foucault's Cannon,Pendulum Normal Monster,5,Spellcaster,DARK,2200,1200
Phoenix Beast Gairuda,Effect Monster,6,Winged Beast,WIND,2500,1200
Giga Gagagigo,Normal Monster,5,Reptile,WATER,2450,1500
Warrior of Atlantis,Effect Monster,4,Aqua,WATER,1900,1200
Photon Current,Trap Card,,Normal,,,
Spellbook of Miracles,Spell Card,,Normal,,,
Neutron Blast,Spell Card,,Normal,,,
Forgotten Temple of the Deep,Trap Card,,Continuous,,,
Dark Magician Girl the Dragon Knight,Fusion Monster,7,Dragon,DARK,2600,1700
Twin Twisters,Spell Card,,Quick-Play,,,
Madjinn Gunn,Normal Monster,2,Fiend,DARK,600,800
Blackwing - Boobytrap,Trap Card,,Normal,,,
Celestia,Spell Card,,Field,,,
Windmill Genex,Synchro Monster,7,Machine,WIND,2000,1600
Magical Something,Effect Monster,4,Spellcaster,DARK,1800,1300
Naturia Landoise,Synchro Monster,7,Rock,EARTH,2350,1600
Metamorphortress,Trap Card,,Continuous,,,
The Flute of Summoning Dragon,Spell Card,,Normal,,,
Blackback,Trap Card,,Normal,,,
Gravity Warrior,Synchro Monster,6,Warrior,EARTH,2100,1000
Dimension Gate,Trap Card,,Continuous,,,
Ancient Gear Catapult,Spell Card,,Normal,,,
Ancient Gear Token,Token,,Machine,,,
Supply,Flip Effect Monster,4,Warrior,EARTH,1300,800
Takriminos,Normal Monster,4,Sea Serpent,WATER,1500,1200
Poly-Chemicritter Dioxogre,Gemini Monster,8,Fiend,DARK,2800,200
Mirror Force,Trap Card,,Normal,,,
Rose Fairy,Effect Monster,3,Plant,WIND,600,1200
The Fabled Unicore,Synchro Monster,4,Beast,LIGHT,2300,1000
"Ehren, Lightsworn Monk",Effect Monster,4,Warrior,LIGHT,1600,1000
Samsara,Spell Card,,Continuous,,,
Robotic Knight,Normal Monster,4,Machine,FIRE,1600,1800
Castle Walls,Trap Card,,Normal,,,
Abyssal Kingshark,Effect Monster,4,Fish,WATER,1700,600
Necro Linker,Effect Monster,2,Fiend,DARK,600,0
Gagaga Clerk,Effect Monster,2,Warrior,EARTH,400,800
1st Movement Solo,Spell Card,,Normal,,,
Star Seraph Sage,Effect Monster,4,Fairy,LIGHT,1600,1400
Masaki the Legendary Swordsman,Normal Monster,4,Warrior,EARTH,1100,1100
Madolche Puddingcess Chocolat-a-la-Mode,XYZ Monster,5,Fairy,EARTH,2500,2200
Gorz the Emissary of Darkness,Effect Monster,7,Fiend,DARK,2700,2500
Emissary of Darkness Token,Token,,Fairy,,,
Dark Bug,Effect Monster,1,Insect,DARK,100,100
Performapal Salutiger,Effect Monster,4,Beast-Warrior,EARTH,1700,500
Jade Knight,Effect Monster,4,Machine,LIGHT,1000,1800
Shaddoll Fusion,Spell Card,,Normal,,,
Red-Eyes Spirit,Trap Card,,Normal,,,
Red-Eyes Flare Metal Dragon,XYZ Monster,7,Dragon,DARK,2800,2400
Morphtronic Accelerator,Spell Card,,Normal,,,
Chamberlain of the Six Samurai,Normal Monster,3,Warrior,EARTH,200,2000
Double Coston,Effect Monster,4,Zombie,DARK,1700,1650
Solar Ray,Trap Card,,Normal,,,
Performapal Camelump,Pendulum Effect Monster,4,Beast,EARTH,800,1800
Xyz Block,Trap Card,,Counter,,,
Inzektor Exa-Beetle,XYZ Monster,6,Insect,DARK,1000,1000
Stardust Dragon,Synchro Monster,8,Dragon,WIND,2500,2000
Pinpoint Guard,Trap Card,,Normal,,,
Left Leg of the Forbidden One,Normal Monster,1,Spellcaster,DARK,200,300
Damage = Reptile,Trap Card,,Continuous,,,
Light of Judgment,Trap Card,,Normal,,,
Constellar Siat,Effect Monster,1,Fairy,LIGHT,100,1600
Messenger of Peace,Spell Card,,Continuous,,,
Ghost Fairy Elfobia,Effect Monster,3,Psychic,WIND,900,500
Herald of Perfection,Ritual Effect Monster,6,Fairy,LIGHT,1800,2800
Hero Barrier,Trap Card,,Normal,,,
Garbage Lord,Effect Monster,5,Fiend,DARK,0,2400
Jurrac Spinos,Effect Monster,7,Dinosaur,FIRE,2600,1700
Spinos Token,Token,,Dinosaur,,,
Bitelon,Effect Monster,6,Reptile,WATER,2400,1000
Starfish,Effect Monster,3,Aqua,WATER,300,300
Steamroid,Effect Monster,4,Machine,EARTH,1800,1800
Opti-Camouflage Armor,Spell Card,,Equip,,,
Delinquent Duo,Spell Card,,Normal,,,
The Terminus of the Burning Abyss,Spell Card,,Normal,,,
Naturia Beans,Effect Monster,2,Plant,EARTH,100,1200
Hammer Bounzer,Effect Monster,6,Warrior,EARTH,2300,2000
D.D. Destroyer,Effect Monster,4,Warrior,EARTH,1000,1000
Combo Master,Effect Monster,5,Warrior,WIND,2200,1500
Worm Linx,Flip Effect Monster,2,Reptile,LIGHT,300,1000
Brotherhood of the Fire Fist - Raven,Effect Monster,3,Beast-Warrior,FIRE,200,1800
Cyber Soldier,Normal Monster,5,Machine,DARK,1500,1700
Ancient Gear Reactor Dragon,Effect Monster,9,Machine,EARTH,3000,3000
Sacred Spirit of the Ice Barrier,Spirit Monster,4,Zombie,WATER,1600,1200
Double Defender,Spell Card,,Continuous,,,
Des Croaking,Spell Card,,Normal,,,
Miracle Fertilizer,Spell Card,,Continuous,,,
Saber Hole,Trap Card,,Counter,,,
Victory Dragon,Effect Monster,8,Dragon,DARK,2400,3000
Timeater,Effect Monster,6,Machine,DARK,1900,1700
Fire Formation - Tensen,Trap Card,,Continuous,,,
World Carrotweight Champion,Effect Monster,4,Plant,DARK,1900,0
Burden of the Mighty,Spell Card,,Continuous,,,
B.E.S. Tetran,Effect Monster,6,Machine,WIND,1800,2300
Silent Burning,Spell Card,,Quick-Play,,,
The Legendary Fisherman III,Effect Monster,7,Warrior,WATER,2500,2000
Flowerbot,Effect Monster,3,Plant,EARTH,1500,800
Lightning Punisher,Effect Monster,7,Thunder,DARK,2600,1600
Ally of Justice Enemy Catcher,Effect Monster,6,Machine,DARK,1800,1800
Chevalier de Fleur,Synchro Monster,8,Warrior,WIND,2700,2300
Koa'ki Meiru Guardian,Effect Monster,4,Rock,EARTH,1900,1200
Tripwire Beast,Normal Monster,4,Thunder,EARTH,1200,1300
Ocean's Keeper,Effect Monster,3,Fish,WATER,1500,1200
ZW - Lightning Blade,Effect Monster,5,Beast,LIGHT,1200,2000
Risebell the Summoner,Pendulum Normal Monster,3,Psychic,WIND,800,800
Spell Recycler,Effect Monster,1,Spellcaster,DARK,0,0
Ogre of the Black Shadow,Normal Monster,4,Beast-Warrior,EARTH,1200,1400
Call of the Reaper,Trap Card,,Normal,,,
Heat Wave,Spell Card,,Normal,,,
Old Vindictive Magician,Flip Effect Monster,2,Spellcaster,DARK,450,600
